acmi_id,acmi_name,wikidata_id,wikidata_name,acmi_title,wikidata_title,match
76873,CHARLES REISNER,Q104582976,MICHAL REITLER,STEAMBOAT BILL JR. (MUSICAL SOUNDTRACK),NEVINNE LZI,21
76873,CHARLES REISNER,Q104582976,MICHAL REITLER,THE HOLLYWOOD REVUE OF 1929,NEVINNE LZI,26
76873,CHARLES REISNER,Q104582976,MICHAL REITLER,THE BIG STORE,NEVINNE LZI,33
76873,CHARLES REISNER,Q1656923,CHARLES GIBSON,STEAMBOAT BILL JR. (MUSICAL SOUNDTRACK),THE MAGIC SCROLL,35
76873,CHARLES REISNER,Q1656923,CHARLES GIBSON,THE HOLLYWOOD REVUE OF 1929,THE MAGIC SCROLL,37
76873,CHARLES REISNER,Q1656923,CHARLES GIBSON,THE BIG STORE,THE MAGIC SCROLL,55
76873,CHARLES REISNER,Q28606905,CHARLES INOJIE,STEAMBOAT BILL JR. (MUSICAL SOUNDTRACK),THE ROYAL HIBISCUS HOTEL,40
76873,CHARLES REISNER,Q28606905,CHARLES INOJIE,THE HOLLYWOOD REVUE OF 1929,THE ROYAL HIBISCUS HOTEL,39
76873,CHARLES REISNER,Q28606905,CHARLES INOJIE,THE BIG STORE,THE ROYAL HIBISCUS HOTEL,49
76873,CHARLES REISNER,Q4717691,ALEX RIVERA,STEAMBOAT BILL JR. (MUSICAL SOUNDTRACK),A CONTRACT WITH GOD,40
76873,CHARLES REISNER,Q4717691,ALEX RIVERA,THE HOLLYWOOD REVUE OF 1929,A CONTRACT WITH GOD,30
76873,CHARLES REISNER,Q4717691,ALEX RIVERA,THE BIG STORE,BIG BOYS GONE BANANAS!*,41
76873,CHARLES REISNER,Q4844829,CARLOS KAISER,STEAMBOAT BILL JR. (MUSICAL SOUNDTRACK),KAISER: THE GREATEST FOOTBALLER NEVER TO PLAY FOOTBALL,36
76873,CHARLES REISNER,Q4844829,CARLOS KAISER,THE HOLLYWOOD REVUE OF 1929,KAISER: THE GREATEST FOOTBALLER NEVER TO PLAY FOOTBALL,38
76873,CHARLES REISNER,Q4844829,CARLOS KAISER,THE BIG STORE,KAISER: THE GREATEST FOOTBALLER NEVER TO PLAY FOOTBALL,30
76873,CHARLES REISNER,Q1065270,CHARLES LAMONT,STEAMBOAT BILL JR. (MUSICAL SOUNDTRACK),COMIN' ROUND THE MOUNTAIN,43
76873,CHARLES REISNER,Q1065270,CHARLES LAMONT,THE HOLLYWOOD REVUE OF 1929,PRIDE OF THE NAVY,50
76873,CHARLES REISNER,Q1065270,CHARLES LAMONT,THE BIG STORE,MISTER BIG,61
76873,CHARLES REISNER,Q2960804,CHARLEY ROGERS,STEAMBOAT BILL JR. (MUSICAL SOUNDTRACK),THE DEVIL'S BROTHER,36
76873,CHARLES REISNER,Q2960804,CHARLEY ROGERS,THE HOLLYWOOD REVUE OF 1929,OUTSIDE THE LAW,48
76873,CHARLES REISNER,Q2960804,CHARLEY ROGERS,THE BIG STORE,THE DANCING MASTERS,62
76873,CHARLES REISNER,Q726089,CHARLEY CHASE,STEAMBOAT BILL JR. (MUSICAL SOUNDTRACK),SHOULD HUSBANDS BE WATCHED?,42
76873,CHARLES REISNER,Q726089,CHARLEY CHASE,THE HOLLYWOOD REVUE OF 1929,CALL OF THE CUCKOO,49
76873,CHARLES REISNER,Q726089,CHARLEY CHASE,THE BIG STORE,THE FIGHT PEST,67
76873,CHARLES REISNER,Q5081344,CHARLES OFFICER,STEAMBOAT BILL JR. (MUSICAL SOUNDTRACK),AKILLA'S ESCAPE,35
76873,CHARLES REISNER,Q5081344,CHARLES OFFICER,THE HOLLYWOOD REVUE OF 1929,INVISIBLE ESSENCE: THE LITTLE PRINCE,32
76873,CHARLES REISNER,Q5081344,CHARLES OFFICER,THE BIG STORE,NURSE.FIGHTER.BOY,47
76873,CHARLES REISNER,Q2801455,CHARLES B. PIERCE,STEAMBOAT BILL JR. (MUSICAL SOUNDTRACK),THE TOWN THAT DREADED SUNDOWN,40
76873,CHARLES REISNER,Q2801455,CHARLES B. PIERCE,THE HOLLYWOOD REVUE OF 1929,BOGGY CREEK II: AND THE LEGEND CONTINUES,39
76873,CHARLES REISNER,Q2801455,CHARLES B. PIERCE,THE BIG STORE,THE EVICTORS,64
76873,CHARLES REISNER,Q2958081,CHARLES-FELIX TAVANO,STEAMBOAT BILL JR. (MUSICAL SOUNDTRACK),BILLETING ORDER,35
76873,CHARLES REISNER,Q2958081,CHARLES-FELIX TAVANO,THE HOLLYWOOD REVUE OF 1929,EVE AND THE SERPENT,39
76873,CHARLES REISNER,Q2958081,CHARLES-FELIX TAVANO,THE BIG STORE,BILLETING ORDER,50
76873,CHARLES REISNER,Q2221839,CHARLES DEKEUKELEIRE,STEAMBOAT BILL JR. (MUSICAL SOUNDTRACK),HISTOIRE DE DETECTIVE,28
76873,CHARLES REISNER,Q2221839,CHARLES DEKEUKELEIRE,THE HOLLYWOOD REVUE OF 1929,HISTOIRE DE DETECTIVE,33
76873,CHARLES REISNER,Q2221839,CHARLES DEKEUKELEIRE,THE BIG STORE,HISTOIRE DE DETECTIVE,41
76873,CHARLES REISNER,Q235141,REGINA HALL,STEAMBOAT BILL JR. (MUSICAL SOUNDTRACK),FIRST SUNDAY,38
76873,CHARLES REISNER,Q235141,REGINA HALL,THE HOLLYWOOD REVUE OF 1929,THE HONEYMOONERS,47
76873,CHARLES REISNER,Q235141,REGINA HALL,THE BIG STORE,THE HATE U GIVE,57
76873,CHARLES REISNER,Q2027982,CHARLES SECRETAN,STEAMBOAT BILL JR. (MUSICAL SOUNDTRACK),Q96578231,0
76873,CHARLES REISNER,Q2027982,CHARLES SECRETAN,THE HOLLYWOOD REVUE OF 1929,Q96578231,11
76873,CHARLES REISNER,Q2027982,CHARLES SECRETAN,THE BIG STORE,Q96578231,0
76873,CHARLES REISNER,Q170411,CHARLES EAMES,STEAMBOAT BILL JR. (MUSICAL SOUNDTRACK),THE EXPANDING AIRPORT,32
76873,CHARLES REISNER,Q170411,CHARLES EAMES,THE HOLLYWOOD REVUE OF 1929,THE EXPANDING AIRPORT,29
76873,CHARLES REISNER,Q170411,CHARLES EAMES,THE BIG STORE,THE EXPANDING AIRPORT,47
76873,CHARLES REISNER,Q2959212,CHARLES GIMENEZ,STEAMBOAT BILL JR. (MUSICAL SOUNDTRACK),DIEUX DU STADE: MAKING OF THE 2010 CALENDAR,36
76873,CHARLES REISNER,Q2959212,CHARLES GIMENEZ,THE HOLLYWOOD REVUE OF 1929,DIEUX DU STADE: MAKING OF THE 2010 CALENDAR,38
76873,CHARLES REISNER,Q2959212,CHARLES GIMENEZ,THE BIG STORE,DIEUX DU STADE: MAKING OF THE 2010 CALENDAR,36
76873,CHARLES REISNER,Q104878365,MATEJ PREISLER,STEAMBOAT BILL JR. (MUSICAL SOUNDTRACK),SHOTGUN JUSTICE,39
