acmi_id,acmi_name,wikidata_id,wikidata_name,acmi_title,wikidata_title,match
36963,STEVEN SHAINBERG,Q39829,STEPHEN KING,SECRETARY,PET SEMATARY,57
36963,STEVEN SHAINBERG,Q7609743,STEPHEN LAMBERT,SECRETARY,THE MAYFAIR SET,25
36963,STEVEN SHAINBERG,Q19776431,STELLA TINBERGEN,SECRETARY,POETEN DES TANZES - DIE SACHAROFFS,29
36963,STEVEN SHAINBERG,Q3471875,SANDOR STERN,SECRETARY,BADGE OF BETRAYAL,38
36963,STEVEN SHAINBERG,Q35979619,STEEN B. JOHANSEN,SECRETARY,Q33533884,0
36963,STEVEN SHAINBERG,Q51490,GEORGE STEVENS,SECRETARY,PENNY SERENADE,43
36963,STEVEN SHAINBERG,Q6149241,STAFFAN LINDBERG,SECRETARY,A MIDSUMMER NIGHT'S PARTY,41
36963,STEVEN SHAINBERG,Q2159833,YEVGENI SHNEIDER,SECRETARY,IN THE REAR OF THE ENEMY,30
36963,STEVEN SHAINBERG,Q345259,STEVEN BRILL,SECRETARY,ASPEN EXTREME,45
36963,STEVEN SHAINBERG,Q82110,STEVEN SEAGAL,SECRETARY,MERCENARY FOR JUSTICE,47
36963,STEVEN SHAINBERG,Q455211,KRISTEN HAGER,SECRETARY,ALIENS VS. PREDATOR: REQUIEM,29
36963,STEVEN SHAINBERG,Q15104233,STEVEN PRICE,SECRETARY,SWEET GIRL,42
36963,STEVEN SHAINBERG,Q12056413,STEVE LICHTAG,SECRETARY,OD ZITRKA NECARUJI,37
36963,STEVEN SHAINBERG,Q7614534,STEVEN C. MILLER,SECRETARY,SUBMERGED,44
36963,STEVEN SHAINBERG,Q236275,SHANTEL VANSANTEN,SECRETARY,AMERICAN MURDERER,38
36963,STEVEN SHAINBERG,Q103917,STEVEN SODERBERGH,SECRETARY,SOLITARY MAN,48
36963,STEVEN SHAINBERG,Q3498879,STEVE CARVER,SECRETARY,STEEL,43
36963,STEVEN SHAINBERG,Q95217893,STEVE DOSCHNER,SECRETARY,Q106719547,0
36963,STEVEN SHAINBERG,Q1350104,STEFAN HERING,SECRETARY,Q105723601,0
36963,STEVEN SHAINBERG,Q6426462,KOJI STEVEN SAKAI,SECRETARY,THE PEOPLE I'VE SLEPT WITH,23
36963,STEVEN SHAINBERG,Q545669,STEPHEN HEREK,SECRETARY,CRITTERS,47
36963,STEVEN SHAINBERG,Q2267853,STEPHEN HENDERSON,SECRETARY,FENCES,40
36963,STEVEN SHAINBERG,Q107240339,SERGE STEYER,SECRETARY,Q107240220,0
36963,STEVEN SHAINBERG,Q109796916,LEMAR STEVENS,SECRETARY,MOOSE HUNTING,18
36963,STEVEN SHAINBERG,Q5914012,MARTEN KLINGBERG,SECRETARY,MY FATHER MARIANNE,37
36963,STEVEN SHAINBERG,Q109748255,TRENT STANGER,SECRETARY,BOW HUNTING WITH BRENT AND TRENT,20
36963,STEVEN SHAINBERG,Q154759,SVEN HEDIN,SECRETARY,Q18333189,0
36963,STEVEN SHAINBERG,Q5934715,SVEN LANGE,SECRETARY,BRISTET LYKKE,36
36963,STEVEN SHAINBERG,Q27886491,SVEND MELSING,SECRETARY,THE THREE COMRADES,37
36963,STEVEN SHAINBERG,Q76937298,HELGA STEWENS,SECRETARY,Q20495800,0
36963,STEVEN SHAINBERG,Q537467,STINA BERG,SECRETARY,HER LITTLE MAJESTY,37
36963,STEVEN SHAINBERG,Q153372,CHARLES STEVENS,SECRETARY,TOM SAWYER,42
36963,STEVEN SHAINBERG,Q5573651,SVEN BERGVALL,SECRETARY,BASTARD,50
