acmi_id,acmi_name,wikidata_id,wikidata_name,acmi_title,wikidata_title,match
79440,KATE CAPSHAW,Q5929390,KHATEREH ASADI,THE LOVE LETTER,Q11707454,0
79440,KATE CAPSHAW,Q241800,AISHA TYLER,THE LOVE LETTER,UNTITLED HORROR MOVIE,44
79440,KATE CAPSHAW,Q1964086,KAITO ISHIKAWA,THE LOVE LETTER,UCHUU SENKAN TIRAMISU II,26
79440,KATE CAPSHAW,Q11862865,DASA VOKATA,THE LOVE LETTER,Q104896585,0
79440,KATE CAPSHAW,Q155855,KAREL CAPEK,THE LOVE LETTER,HORDUBALOVE,38
79440,KATE CAPSHAW,Q103824958,KAREL BASAK,THE LOVE LETTER,Q104894615,0
79440,KATE CAPSHAW,Q466051,ALIA SHAWKAT,THE LOVE LETTER,THE END OF LOVE,67
79440,KATE CAPSHAW,Q229908,KATIE CASSIDY,THE LOVE LETTER,THE LOST,52
79440,KATE CAPSHAW,Q107615446,CLARA HARTE,THE LOVE LETTER,WHO WE LOVE,46
79440,KATE CAPSHAW,Q4947369,KATE FABIAN,THE LOVE LETTER,THE GOLDEN CLOWN,52
79440,KATE CAPSHAW,Q3813323,KATE JEPSON,THE LOVE LETTER,THE EDUCATION OF MR. PIPP,46
79440,KATE CAPSHAW,Q70289,KATHE HAACK,THE LOVE LETTER,NO GREATER LOVE,67
79440,KATE CAPSHAW,Q3517048,TED SHAWN,THE LOVE LETTER,DON'T CHANGE YOUR HUSBAND,25
79440,KATE CAPSHAW,Q3125887,HAL KANTER,THE LOVE LETTER,LET'S MAKE LOVE,67
79440,KATE CAPSHAW,Q3595311,ASHA PAREKH,THE LOVE LETTER,LOVE IN TOKYO,50
79440,KATE CAPSHAW,Q1387836,PATRICK CRANSHAW,THE LOVE LETTER,THE PRIVATE EYES,58
79440,KATE CAPSHAW,Q228699,SHARON TATE,THE LOVE LETTER,EYE OF THE DEVIL,58
79440,KATE CAPSHAW,Q12249659,HALA SHAWKAT,THE LOVE LETTER,A MEMORY OF A NIGHT OF LOVE,33
79440,KATE CAPSHAW,Q712450,RALPH WAITE,THE LOVE LETTER,THE STONE KILLER,65
79440,KATE CAPSHAW,Q5127069,CLARISSA KAYE,THE LOVE LETTER,THE MACKINTOSH MAN,36
79440,KATE CAPSHAW,Q1047230,CASEY KASEM,THE LOVE LETTER,HERE COMES PETER COTTONTAIL,43
79440,KATE CAPSHAW,Q6375520,KATE HANSEN,THE LOVE LETTER,INDEPENDENCIA OU MORTE,32
79440,KATE CAPSHAW,Q10313980,KATE HANSEN,THE LOVE LETTER,"ALELUIA, GRETCHEN",45
79440,KATE CAPSHAW,Q633263,TERRY BRADSHAW,THE LOVE LETTER,SMOKEY AND THE BANDIT II,41
79440,KATE CAPSHAW,Q4804505,ASHA KALE,THE LOVE LETTER,PUTRAVATI,33
79440,KATE CAPSHAW,Q7490759,SHAUKAT ALI,THE LOVE LETTER,KHANA JANGI,15
79440,KATE CAPSHAW,Q20612469,SHAWKAT AKBAR,THE LOVE LETTER,CHHUTIR GHONTA,34
79440,KATE CAPSHAW,Q40162,KATE CAPSHAW,THE LOVE LETTER,THE LOVE LETTER,100
79440,KATE CAPSHAW,Q3015853,DAPHNA KASTNER,THE LOVE LETTER,THE LONELY LADY,60
79440,KATE CAPSHAW,Q1735687,KATE HARDIE,THE LOVE LETTER,CRY FREEDOM,31
79440,KATE CAPSHAW,Q1029467,KEVIN CLASH,THE LOVE LETTER,THE BEST OF ELMO,58
79440,KATE CAPSHAW,Q1190362,KATHY CHOW,THE LOVE LETTER,THE TRUTH,42
