acmi_id,acmi_name,wikidata_id,wikidata_name,acmi_title,wikidata_title,match
80345,HAVA BELLER,Q1574212,HANANIA BAER,THE RESTLESS CONSCIENCE,THE COWARDS,47
80345,HAVA BELLER,Q20962866,GABOR HAVAS,THE RESTLESS CONSCIENCE,"PLOT #301, 1988. DOCUMENTARY FILM",30
80345,HAVA BELLER,Q92095273,MARTA ELBERT,THE RESTLESS CONSCIENCE,"PLOT #301, 1988. DOCUMENTARY FILM",30
80345,HAVA BELLER,Q288146,HELEN SHAVER,THE RESTLESS CONSCIENCE,THE PARK IS MINE,51
80345,HAVA BELLER,Q2632713,SHARKA BLUE,THE RESTLESS CONSCIENCE,DRUNK SEX ORGY: PUSSY CASINO,40
80345,HAVA BELLER,Q19409887,JACEK BELER,THE RESTLESS CONSCIENCE,THE AUSCHWITZ REPORT,51
80345,HAVA BELLER,Q229220,MARIA BELLO,THE RESTLESS CONSCIENCE,THE SISTERS,59
80345,HAVA BELLER,Q52161287,BELLE CLAIRE,THE RESTLESS CONSCIENCE,BITCHES ABROAD 03: FOREIGN AFFAIRS,32
80345,HAVA BELLER,Q98114624,MAC HELLER,THE RESTLESS CONSCIENCE,RIGGED:  THE VOTER SUPPRESSION PLAYBOOK,40
80345,HAVA BELLER,Q387072,CAMILLA BELLE,THE RESTLESS CONSCIENCE,SECRET OF THE ANDES,52
80345,HAVA BELLER,Q519085,LAURA BELLI,THE RESTLESS CONSCIENCE,SEASON OF THE SENSES,60
80345,HAVA BELLER,Q5125945,CLARA BEYERS,THE RESTLESS CONSCIENCE,THE STRENGTH OF THE WEAK,47
80345,HAVA BELLER,Q3638889,BERT HALDANE,THE RESTLESS CONSCIENCE,THE ROGUES OF LONDON,51
80345,HAVA BELLER,Q65115474,ANABELLE LAVOIE,THE RESTLESS CONSCIENCE,CHEMINS DE GLACES,40
80345,HAVA BELLER,Q262608,ABEL FERRARA,THE RESTLESS CONSCIENCE,THE FUNERALS,51
80345,HAVA BELLER,Q109832684,CYNTHIA BELLEFLEUR,THE RESTLESS CONSCIENCE,FLY FISHERMAN,28
80345,HAVA BELLER,Q24279412,SHAFY BELLO,THE RESTLESS CONSCIENCE,LARA AND THE BEAT,45
80345,HAVA BELLER,Q72882206,ISABELLE KANAPE,THE RESTLESS CONSCIENCE,ETHEREAL,32
80345,HAVA BELLER,Q38052646,VALDEMAR KELLER,THE RESTLESS CONSCIENCE,THE GREAT BANK ROBBERY,44
80345,HAVA BELLER,Q983092,DAVID BUTLER,THE RESTLESS CONSCIENCE,THE LITTLE COLONEL,59
80345,HAVA BELLER,Q3637760,BELLE DAUBE,THE RESTLESS CONSCIENCE,BONNIE SCOTLAND,42
80345,HAVA BELLER,Q1586383,HARRY BERBER,THE RESTLESS CONSCIENCE,THE ANTI-DETECTIVE,49
80345,HAVA BELLER,Q3564975,WADE BOTELER,THE RESTLESS CONSCIENCE,THE KENNEL MURDER CASE,53
80345,HAVA BELLER,Q99510,HERMANN FELLNER,THE RESTLESS CONSCIENCE,THE STOLEN PROFESSOR,51
80345,HAVA BELLER,Q948427,CHARLES BELCHER,THE RESTLESS CONSCIENCE,THE THREE MUSKETEERS,51
80345,HAVA BELLER,Q4937989,KARINA BELL,THE RESTLESS CONSCIENCE,THE GOLDEN CLOWN,51
80345,HAVA BELLER,Q2149062,RICHARD BERCZELLER,THE RESTLESS CONSCIENCE,SODOM AND GOMORRAH,20
80345,HAVA BELLER,Q5576032,HANS BILLE,THE RESTLESS CONSCIENCE,PAN,8
80345,HAVA BELLER,Q1377165,VADYM MELLER,THE RESTLESS CONSCIENCE,Q42503032,0
80345,HAVA BELLER,Q5575993,RAGNAR BILLBERG,THE RESTLESS CONSCIENCE,HER LITTLE MAJESTY,34
