acmi_id,acmi_name,wikidata_id,wikidata_name,acmi_title,wikidata_title,match
17507,BILL MELENDEZ,Q713496,BILL STEER,"YES, VIRGINIA, THERE IS A SANTA CLAUS",NAPALM DEATH: THRASH TO DEATH,38
17507,BILL MELENDEZ,Q713496,BILL STEER,"THE LION, THE WITCH AND THE WARDROBE",NAPALM DEATH: THRASH TO DEATH,38
17507,BILL MELENDEZ,Q713496,BILL STEER,BABAR. STORY OF BABAR THE LITTLE ELEPHANT. BABAR COMES TO AMERICA.,NAPALM DEATH: THRASH TO DEATH,35
17507,BILL MELENDEZ,Q713496,BILL STEER,THE RAINBOW BEAR,NAPALM DEATH: THRASH TO DEATH,36
17507,BILL MELENDEZ,Q713496,BILL STEER,DICK DEADEYE OR DUTY DONE,NAPALM DEATH: THRASH TO DEATH,42
17507,BILL MELENDEZ,Q862342,BILL MOSELEY,"YES, VIRGINIA, THERE IS A SANTA CLAUS",THE TEXAS CHAINSAW MASSACRE 2,44
17507,BILL MELENDEZ,Q862342,BILL MOSELEY,"THE LION, THE WITCH AND THE WARDROBE",NIGHT OF THE LIVING DEAD,47
17507,BILL MELENDEZ,Q862342,BILL MOSELEY,BABAR. STORY OF BABAR THE LITTLE ELEPHANT. BABAR COMES TO AMERICA.,TO HELL AND BACK: THE KANE HODDER STORY,50
17507,BILL MELENDEZ,Q862342,BILL MOSELEY,THE RAINBOW BEAR,ALONE IN THE DARK II,56
17507,BILL MELENDEZ,Q862342,BILL MOSELEY,DICK DEADEYE OR DUTY DONE,NIGHT OF THE LIVING DEAD,45
17507,BILL MELENDEZ,Q328056,BILL MILLER,"YES, VIRGINIA, THERE IS A SANTA CLAUS",SINATRA IN CONCERT,38
17507,BILL MELENDEZ,Q328056,BILL MILLER,"THE LION, THE WITCH AND THE WARDROBE",SINATRA IN CONCERT,30
17507,BILL MELENDEZ,Q328056,BILL MILLER,BABAR. STORY OF BABAR THE LITTLE ELEPHANT. BABAR COMES TO AMERICA.,SINATRA IN CONCERT,25
17507,BILL MELENDEZ,Q328056,BILL MILLER,THE RAINBOW BEAR,SINATRA IN CONCERT,41
17507,BILL MELENDEZ,Q328056,BILL MILLER,DICK DEADEYE OR DUTY DONE,SINATRA IN CONCERT,33
17507,BILL MELENDEZ,Q345259,STEVEN BRILL,"YES, VIRGINIA, THERE IS A SANTA CLAUS","SEX, LIES, AND VIDEOTAPE",46
17507,BILL MELENDEZ,Q345259,STEVEN BRILL,"THE LION, THE WITCH AND THE WARDROBE",THE OPPOSITE SEX AND HOW TO LIVE WITH THEM,62
17507,BILL MELENDEZ,Q345259,STEVEN BRILL,BABAR. STORY OF BABAR THE LITTLE ELEPHANT. BABAR COMES TO AMERICA.,THE OPPOSITE SEX AND HOW TO LIVE WITH THEM,38
17507,BILL MELENDEZ,Q345259,STEVEN BRILL,THE RAINBOW BEAR,READY TO RUMBLE,45
17507,BILL MELENDEZ,Q345259,STEVEN BRILL,DICK DEADEYE OR DUTY DONE,READY TO RUMBLE,45
17507,BILL MELENDEZ,Q862314,BILL MCKINNEY,"YES, VIRGINIA, THERE IS A SANTA CLAUS",IT CAME FROM OUTER SPACE II,42
17507,BILL MELENDEZ,Q862314,BILL MCKINNEY,"THE LION, THE WITCH AND THE WARDROBE",THUNDERBOLT AND LIGHTFOOT,50
17507,BILL MELENDEZ,Q862314,BILL MCKINNEY,BABAR. STORY OF BABAR THE LITTLE ELEPHANT. BABAR COMES TO AMERICA.,THE LIFE AND TIMES OF JUDGE ROY BEAN,44
